,location,total_sqft,bath,price,bhk
7234,Vittasandra,1246.0,2.0,67.5,2
7235,Vittasandra,1404.0,2.0,70.0,2
7236,Vittasandra,1246.0,2.0,65.0,2
7237,Vittasandra,1246.0,2.0,67.4,2
7241,Whitefield,1610.0,3.0,81.0,3
7242,Whitefield,1459.0,2.0,94.82,2
7249,Whitefield,1910.0,3.0,161.0,3
7250,Whitefield,3252.0,4.0,230.0,4
7251,Whitefield,11890.0,4.0,700.0,4
7254,Whitefield,1150.0,2.0,70.0,2
7255,Whitefield,1768.0,3.0,101.0,3
7257,Whitefield,4144.0,4.0,315.0,4
7258,Whitefield,4104.0,4.0,360.0,4
7259,Whitefield,1790.0,3.0,100.0,3
7260,Whitefield,1720.0,3.0,100.0,3
7262,Whitefield,1640.0,4.0,91.0,3
7265,Whitefield,2280.0,4.0,126.0,3
7269,Whitefield,1897.0,3.0,130.0,3
7270,Whitefield,2225.0,2.0,125.0,3
7271,Whitefield,3606.0,2.0,304.0,4
7274,Whitefield,2268.0,3.0,163.0,4
7277,Whitefield,2400.0,4.0,200.0,4
7279,Whitefield,1360.0,2.0,95.0,2
7281,Whitefield,1697.0,3.0,94.79,3
7282,Whitefield,5000.0,4.0,400.0,4
7283,Whitefield,3000.0,5.0,250.0,4
7284,Whitefield,1700.0,3.0,115.0,3
7287,Whitefield,2842.0,3.0,162.0,3
7291,Whitefield,1500.0,3.0,130.0,3
7294,Whitefield,1405.0,2.0,78.0,3
7295,Whitefield,2225.0,3.0,115.0,3
7296,Whitefield,1272.0,2.0,95.05,2
7299,Whitefield,1192.0,2.0,71.0,2
7303,Whitefield,1626.0,3.0,89.0,3
7304,Whitefield,1585.0,3.0,88.0,3
7305,Whitefield,660.0,2.0,28.585,1
7307,Whitefield,1280.0,2.0,85.0,2
7308,Whitefield,1200.0,3.0,68.5,3
7309,Whitefield,4000.0,4.0,330.0,4
7310,Whitefield,1697.0,3.0,108.0,3
7312,Whitefield,3606.0,4.0,312.0,4
7313,Whitefield,1485.0,2.0,90.0,2
7314,Whitefield,950.0,1.0,50.0,1
7315,Whitefield,3584.0,4.0,199.0,4
7316,Whitefield,825.0,1.0,45.0,1
7319,Whitefield,1635.0,2.0,85.0,3
7320,Whitefield,1216.0,2.0,79.0,2
7326,Whitefield,920.0,2.0,63.0,2
7328,Whitefield,1170.0,2.0,71.0,2
7329,Whitefield,1118.0,2.0,75.0,2
7330,Whitefield,1800.0,3.0,110.0,3
7331,Whitefield,1562.0,3.0,103.0,3
7334,Whitefield,2321.0,4.0,128.0,3
7335,Whitefield,1320.0,2.0,95.0,2
7338,Whitefield,3010.0,3.0,200.0,3
7339,Whitefield,1346.0,2.0,96.17,2
7340,Whitefield,3850.0,5.0,316.0,3
7344,Whitefield,2500.0,4.0,155.0,4
7345,Whitefield,905.0,1.0,55.0,1
7347,Whitefield,2268.0,3.0,146.0,4
7350,Whitefield,613.0,1.0,32.79,1
7351,Whitefield,3537.0,5.0,210.0,4
7353,Whitefield,1697.0,3.0,115.0,3
7357,Whitefield,3250.0,5.0,290.0,5
7362,Whitefield,3227.0,5.0,250.0,5
7363,Whitefield,1545.0,3.0,79.0,3
7366,Whitefield,3262.0,4.0,260.0,4
7368,Whitefield,1132.0,2.0,79.28,2
7371,Whitefield,2830.0,5.0,160.0,4
7374,Whitefield,3480.0,4.0,284.0,3
7377,Whitefield,524.0,1.0,34.385,1
7379,Whitefield,1320.0,2.0,79.5,2
7380,Whitefield,750.0,2.0,52.7,2
7381,Whitefield,1200.0,3.0,61.96,3
7386,Whitefield,1650.0,2.0,113.19,3
7388,Whitefield,3445.0,5.0,270.0,4
7389,Whitefield,1700.0,3.0,140.0,3
7390,Whitefield,4827.0,4.0,400.0,4
7391,Whitefield,1405.0,2.0,84.5,2
7393,Whitefield,3252.0,4.0,280.0,4
7395,Whitefield,1150.0,2.0,90.0,2
7396,Whitefield,2400.0,4.0,147.0,4
7398,Whitefield,624.0,1.0,35.0,1
7401,Whitefield,1700.0,3.0,95.0,3
7402,Whitefield,4960.0,4.0,400.0,4
7403,Whitefield,2928.0,4.0,198.0,4
7405,Whitefield,2700.0,5.0,175.0,3
7406,Whitefield,1216.0,2.0,84.0,2
7407,Whitefield,2882.0,5.0,204.0,4
7408,Whitefield,1840.0,3.0,140.0,3
7409,Whitefield,1778.0,3.0,122.0,3
7411,Whitefield,650.0,1.0,25.0,1
7412,Whitefield,2155.0,3.0,125.0,4
7413,Whitefield,905.0,1.0,52.0,1
7418,Whitefield,1216.0,2.0,75.0,2
7420,Whitefield,1255.0,2.0,77.0,2
7421,Whitefield,1216.0,2.0,73.0,2
7422,Whitefield,524.0,1.0,34.735,1
7426,Whitefield,1745.0,3.0,100.0,3
7427,Whitefield,3200.0,4.0,224.0,4
7429,Whitefield,825.0,1.0,44.9,1
7433,Whitefield,1870.0,3.0,138.0,3
7436,Whitefield,1862.0,3.0,125.0,3
7437,Whitefield,1655.0,3.0,113.0,3
7438,Whitefield,530.0,1.0,29.44,1
7440,Whitefield,905.0,1.0,50.0,1
7441,Whitefield,1600.0,3.0,82.0,3
7442,Whitefield,1230.0,4.0,80.0,4
7444,Whitefield,613.0,1.0,32.15,1
7445,Whitefield,905.0,1.0,52.0,1
7449,Whitefield,1216.0,2.0,83.0,2
7455,Whitefield,1216.0,2.0,75.0,2
7463,Whitefield,2830.0,5.0,158.5,4
7466,Whitefield,750.0,1.0,51.0,1
7469,Whitefield,1173.0,2.0,77.0,2
7470,Whitefield,1200.0,3.0,68.4,3
7474,Whitefield,3425.0,5.0,250.0,4
7477,Whitefield,2830.0,5.0,157.5,4
7479,Whitefield,2173.0,3.0,128.0,3
7481,Whitefield,905.0,1.0,62.0,1
7482,Whitefield,1870.0,3.0,138.0,3
7483,Whitefield,1320.0,2.0,99.26,2
7484,Whitefield,2901.0,4.0,190.0,3
7485,Whitefield,1485.0,2.0,96.51,2
7486,Whitefield,1755.0,3.0,101.0,3
7488,Whitefield,2225.0,3.0,149.0,3
7489,Whitefield,1250.0,2.0,82.0,2
7491,Whitefield,605.0,1.0,40.0,1
7494,Whitefield,2210.0,3.0,156.0,3
7495,Whitefield,1173.0,2.0,78.2,2
7496,Whitefield,1740.0,4.0,130.0,3
7497,Whitefield,1216.0,2.0,75.0,2
7499,Whitefield,1655.0,3.0,120.0,3
7500,Whitefield,4003.0,6.0,300.0,4
7502,Whitefield,1180.0,2.0,70.0,2
7504,Whitefield,2023.0,4.0,130.0,3
7505,Whitefield,2134.0,4.0,118.0,3
7508,Whitefield,905.0,1.0,60.0,1
7514,Whitefield,1452.0,3.0,90.0,3
7515,Whitefield,2850.0,5.0,240.0,4
7518,Whitefield,2830.0,5.0,190.0,4
7519,Whitefield,1295.0,2.0,78.5,2
7520,Whitefield,840.0,1.0,57.6,1
7521,Whitefield,540.0,1.0,19.83,1
7522,Whitefield,1991.0,3.0,104.0,3
7526,Whitefield,1655.0,3.0,97.0,3
7527,Whitefield,1850.0,3.0,150.0,3
7528,Whitefield,1200.0,3.0,67.77,3
7529,Whitefield,1290.0,2.0,90.0,2
7532,Whitefield,1216.0,2.0,75.0,2
7533,Whitefield,1356.0,2.0,94.84,2
7534,Whitefield,1338.0,2.0,103.0,2
7537,Whitefield,3450.0,4.0,208.0,3
7541,Whitefield,1267.0,2.0,90.33,2
7542,Whitefield,2400.0,4.0,143.0,4
7543,Whitefield,1836.0,3.0,125.0,3
7545,Whitefield,3596.0,3.0,200.0,3
7546,Whitefield,1275.0,2.0,65.0,3
7549,Whitefield,1216.0,2.0,82.0,2
7551,Whitefield,1564.0,3.0,103.0,3
7552,Whitefield,1585.0,3.0,84.0,3
7555,Whitefield,1558.0,3.0,90.0,3
7556,Whitefield,1216.0,2.0,75.0,2
7558,Whitefield,1704.0,3.0,120.0,3
7563,Whitefield,1300.0,2.0,78.0,2
7564,Whitefield,1570.0,3.0,88.0,3
7565,Whitefield,1216.0,2.0,84.03,2
7567,Whitefield,1216.0,2.0,72.5,2
7569,Whitefield,2025.0,4.0,115.0,3
7570,Whitefield,1346.0,2.0,100.0,3
7574,Whitefield,2990.0,3.0,198.0,4
7577,Whitefield,1720.0,3.0,98.97,3
7578,Whitefield,1600.0,3.0,95.0,3
7579,Whitefield,1655.0,3.0,108.0,3
7580,Whitefield,1740.0,3.0,95.0,3
7582,Whitefield,1350.0,2.0,88.0,2
7584,Whitefield,1216.0,2.0,80.0,2
7585,Whitefield,2900.0,4.0,225.0,4
7586,Whitefield,1340.0,2.0,101.0,2
7588,Whitefield,1500.0,3.0,78.57,3
7589,Whitefield,1626.0,3.0,85.0,3
7593,Whitefield,1270.0,2.0,65.0,3
7594,Whitefield,3117.0,3.0,261.0,3
7595,Whitefield,1216.0,2.0,73.0,2
7597,Whitefield,3150.0,3.0,290.0,3
7599,Whitefield,2956.0,5.0,234.0,4
7603,Whitefield,2247.0,3.0,145.0,3
7604,Whitefield,3940.0,5.0,265.0,4
7608,Whitefield,1180.0,2.0,77.0,2
7609,Whitefield,2140.0,3.0,139.0,3
7610,Whitefield,1314.0,2.0,84.0,2
7617,Whitefield,1431.0,3.0,85.0,3
7618,Whitefield,524.0,1.0,29.0,1
7619,Whitefield,2830.0,4.0,161.0,4
7620,Whitefield,2135.0,3.0,149.0,4
7622,Whitefield,3075.0,2.0,188.0,4
7623,Whitefield,1760.0,3.0,160.0,3
7624,Whitefield,1655.0,3.0,110.0,3
7625,Whitefield,840.0,1.0,57.0,1
7626,Whitefield,1725.0,3.0,106.0,3
7629,Whitefield,516.0,1.0,39.0,1
7631,Whitefield,6000.0,4.0,410.0,4
7632,Whitefield,1639.0,3.0,107.0,3
7633,Whitefield,1820.0,3.0,113.0,3
7635,Whitefield,3565.0,4.0,218.0,4
7636,Whitefield,3410.0,5.0,253.0,4
7639,Whitefield,4500.0,4.0,330.0,4
7640,Whitefield,1250.0,2.0,85.0,2
7642,Whitefield,1277.0,2.0,77.0,2
7643,Whitefield,1820.0,3.0,140.0,3
7644,Whitefield,3453.0,4.0,247.0,4
7650,Whitefield,2280.0,4.0,125.0,3
7651,Whitefield,2882.0,5.0,200.0,4
7653,Whitefield,1520.0,3.0,92.63,3
7658,Whitefield,1270.0,2.0,94.0,2
7659,Whitefield,1220.0,2.0,89.0,2
7662,Whitefield,3758.0,3.0,300.0,3
7669,Whitefield,5400.0,5.0,475.0,4
7670,Whitefield,1396.0,3.0,74.0,3
7679,Whitefield,1615.0,3.0,96.9,3
7688,Whitefield,1216.0,2.0,75.0,2
7690,Whitefield,2321.0,4.0,157.0,3
7691,Whitefield,1224.0,2.0,75.0,2
7692,Whitefield,1655.0,3.0,113.0,3
7694,Whitefield,4144.0,5.0,331.0,5
7697,Whitefield,1200.0,3.0,67.75,3
7698,Whitefield,2444.0,4.0,145.0,4
7699,Whitefield,1270.0,2.0,110.0,2
7700,Whitefield,1660.0,3.0,110.0,3
7701,Whitefield,1270.0,2.0,105.0,2
7703,Whitefield,1173.0,2.0,78.2,2
7704,Whitefield,1362.0,2.0,85.0,2
7706,Whitefield,1457.0,2.0,105.0,3
7707,Whitefield,1720.0,3.0,128.0,3
7711,Whitefield,1564.0,3.0,103.0,3
7715,Whitefield,1639.0,3.0,107.0,3
7716,Whitefield,1760.0,3.0,139.0,3
7717,Whitefield,613.0,1.0,48.0,1
7718,Whitefield,1730.0,3.0,125.0,3
7720,Whitefield,877.0,1.0,59.0,1
7724,Yelachenahalli,1464.0,2.0,105.0,3
7725,Yelachenahalli,2400.0,1.0,150.0,2
7726,Yelachenahalli,1700.0,3.0,130.0,3
7727,Yelachenahalli,1080.0,2.0,55.0,2
7728,Yelachenahalli,1400.0,2.0,78.0,2
7729,Yelachenahalli,1330.0,3.0,73.5,3
7730,Yelachenahalli,800.0,1.0,30.0,2
7731,Yelachenahalli,1100.0,2.0,60.0,2
7732,Yelachenahalli,1365.0,2.0,72.0,3
7733,Yelachenahalli,1103.0,2.0,55.0,2
7734,Yelachenahalli,1000.0,2.0,50.0,2
7736,Yelahanka,1326.0,2.0,78.0,2
7743,Yelahanka,1705.0,3.0,95.0,3
7744,Yelahanka,1234.0,2.0,80.0,2
7745,Yelahanka,1315.0,2.0,85.0,2
7748,Yelahanka,697.0,1.0,45.0,1
7751,Yelahanka,2195.0,4.0,127.0,3
7753,Yelahanka,1614.0,3.0,95.0,3
7755,Yelahanka,628.0,1.0,24.0,1
7758,Yelahanka,654.0,1.0,38.4,1
7766,Yelahanka,1825.0,3.0,105.0,3
7767,Yelahanka,1603.0,3.0,96.0,3
7768,Yelahanka,1304.0,2.0,79.0,2
7774,Yelahanka,1517.0,3.0,76.3,3
7778,Yelahanka,1327.0,2.0,85.0,2
7781,Yelahanka,1566.0,3.0,97.0,3
7783,Yelahanka,1270.0,2.0,78.0,2
7784,Yelahanka,1400.0,2.0,80.54,3
7786,Yelahanka,1322.0,2.0,86.0,2
7787,Yelahanka,1100.0,2.0,70.0,2
7788,Yelahanka,1200.0,2.0,70.0,2
7790,Yelahanka,4000.0,5.0,220.0,5
7791,Yelahanka,2675.0,4.0,140.0,4
7793,Yelahanka,654.0,1.0,37.0,1
7794,Yelahanka,1465.0,3.0,80.01,3
7798,Yelahanka,1692.0,3.0,83.0,3
7803,Yelahanka,2145.0,3.0,125.0,3
7805,Yelahanka,1322.0,2.0,75.0,2
7808,Yelahanka,602.0,1.0,26.0,1
7809,Yelahanka,1100.0,2.0,60.0,2
7810,Yelahanka,1614.0,2.0,100.0,3
7811,Yelahanka,1890.0,3.0,108.0,3
7812,Yelahanka,1556.0,3.0,86.0,3
7813,Yelahanka,1610.0,4.0,85.0,3
7819,Yelahanka,1859.0,3.0,108.0,3
7821,Yelahanka,1322.0,2.0,80.0,2
7824,Yelahanka,2600.0,4.0,175.0,4
7825,Yelahanka,1305.0,2.0,78.0,2
7827,Yelahanka,1711.0,3.0,85.61,3
7828,Yelahanka,1315.0,2.0,75.0,2
7829,Yelahanka,3600.0,6.0,200.0,6
7831,Yelahanka,1614.0,3.0,95.0,3
7832,Yelahanka,1650.0,3.0,105.0,3
7837,Yelahanka,3990.0,4.0,260.0,4
7838,Yelahanka,1620.0,3.0,90.0,3
7839,Yelahanka,654.0,1.0,36.25,1
7840,Yelahanka,1614.0,3.0,93.0,3
7841,Yelahanka,694.0,1.0,30.84,1
7842,Yelahanka,1115.0,2.0,60.0,2
7843,Yelahanka,2317.0,4.0,140.0,3
7844,Yelahanka,1653.0,3.0,93.0,3
7845,Yelahanka,654.0,1.0,38.0,1
7847,Yelahanka,1445.0,2.0,82.0,2
7849,Yelahanka,602.0,1.0,38.0,1
7850,Yelahanka,697.0,1.0,35.0,1
7852,Yelahanka,682.0,1.0,36.23,1
7854,Yelahanka,1560.0,2.0,98.0,3
7855,Yelahanka,1780.0,3.0,107.0,3
7856,Yelahanka,1342.0,2.0,75.0,3
7857,Yelahanka,1823.0,3.0,103.0,3
7858,Yelahanka,1792.0,3.0,104.0,3
7859,Yelahanka,1304.0,2.0,69.97,2
7863,Yelahanka,1705.0,3.0,91.0,3
7865,Yelahanka,1835.0,3.0,108.0,3
7866,Yelahanka,1847.0,3.0,92.0,3
7868,Yelahanka,1890.0,3.0,109.0,3
7869,Yelahanka,700.0,1.0,38.0,1
7870,Yelahanka,1491.0,3.0,85.0,3
7871,Yelahanka,2088.0,5.0,110.0,4
7874,Yelahanka,3019.0,6.0,190.0,4
7876,Yelahanka,1600.0,3.0,100.0,3
7880,Yelahanka,1705.0,3.0,85.0,3
7881,Yelahanka,1350.0,2.0,85.0,3
7882,Yelahanka,1633.0,3.0,110.0,3
7883,Yelahanka,629.0,1.0,42.535,1
7885,Yelahanka,1355.0,2.0,75.0,3
7890,Yelahanka,1175.0,2.0,67.77,2
7891,Yelahanka,1322.0,2.0,77.9,2
7892,Yelahanka,602.0,1.0,33.0,1
7893,Yelahanka,1315.0,2.0,77.0,2
7896,Yelahanka,567.0,1.0,25.0,1
7898,Yelahanka,602.0,2.0,30.0,1
7900,Yelahanka,1234.0,2.0,80.0,2
7903,Yelahanka,1267.0,3.0,78.0,2
7904,Yelahanka,1360.0,2.0,78.19,2
7906,Yelahanka New Town,650.0,1.0,33.0,1
7907,Yelahanka New Town,500.0,1.0,20.0,1
7908,Yelahanka New Town,440.0,1.0,16.5,1
7909,Yelahanka New Town,1610.0,3.0,92.0,3
7910,Yelahanka New Town,1700.0,3.0,90.0,3
7911,Yelahanka New Town,650.0,1.0,20.0,1
7912,Yelahanka New Town,350.0,1.0,13.5,1
7914,Yelahanka New Town,1385.0,2.0,65.0,2
7915,Yelahanka New Town,500.0,2.0,24.0,1
7916,Yelahanka New Town,650.0,1.0,17.0,1
7917,Yelahanka New Town,450.0,1.0,16.0,1
7919,Yelahanka New Town,960.0,2.0,50.0,2
7921,Yelahanka New Town,1209.0,2.0,65.0,3
7922,Yelahanka New Town,1400.0,2.0,80.0,3
7923,Yelahanka New Town,450.0,1.0,15.0,1
7924,Yelahanka New Town,500.0,1.0,18.0,1
7925,Yelahanka New Town,1420.0,2.0,75.0,3
7927,Yelahanka New Town,2200.0,2.0,180.0,2
7928,Yelahanka New Town,488.0,1.0,20.0,1
7929,Yelahanka New Town,1100.0,2.0,58.0,2
7932,Yelahanka New Town,1000.0,2.0,44.0,2
7933,Yelahanka New Town,650.0,1.0,18.0,1
7935,Yelahanka New Town,1740.0,3.0,150.0,3
7936,Yelahanka New Town,1290.0,2.0,70.0,2
7938,Yelenahalli,1240.0,2.0,47.12,2
7939,Yelenahalli,1200.0,2.0,46.17,2
7941,Yelenahalli,1260.0,2.0,47.88,2
7943,Yelenahalli,1175.0,2.0,50.0,2
7944,Yelenahalli,1650.0,3.0,68.0,3
7945,Yelenahalli,1200.0,2.0,45.6,2
7946,Yelenahalli,1200.0,2.0,46.17,2
7947,Yelenahalli,1160.0,2.0,44.08,2
7949,Yeshwanthpur,1693.0,3.0,108.0,3
7950,Yeshwanthpur,667.0,1.0,36.85,1
7951,Yeshwanthpur,1950.0,4.0,130.0,4
7953,Yeshwanthpur,665.0,1.0,36.85,1
7957,Yeshwanthpur,671.0,1.0,36.85,1
7958,Yeshwanthpur,1852.0,3.0,160.0,3
7959,Yeshwanthpur,1250.0,2.0,95.815,2
7960,Yeshwanthpur,668.0,1.0,36.85,1
7961,Yeshwanthpur,1185.0,2.0,75.84,2
7962,Yeshwanthpur,1195.0,2.0,100.0,2
7963,Yeshwanthpur,1313.0,3.0,96.0,3
7964,Yeshwanthpur,1400.0,2.0,100.0,2
7967,Yeshwanthpur,673.0,1.0,36.85,1
7968,Yeshwanthpur,704.0,2.0,49.475,2
7971,Yeshwanthpur,540.0,1.0,41.745,1
7973,Yeshwanthpur,669.0,1.0,36.85,1
7975,Yeshwanthpur,3027.0,4.0,260.0,3
7978,Yeshwanthpur,670.0,1.0,36.85,1
7981,Yeshwanthpur,1240.0,2.0,80.0,2
7982,Yeshwanthpur,1713.0,3.0,110.0,3
7983,Yeshwanthpur,1144.0,2.0,67.0,2
7984,Yeshwanthpur,1541.0,2.0,130.0,2
7986,Yeshwanthpur,1362.0,2.0,100.0,2
7987,Yeshwanthpur,666.0,1.0,36.8,1
7988,Yeshwanthpur,1855.0,3.0,140.0,3
7990,Yeshwanthpur,1165.0,2.0,85.0,2
7993,Yeshwanthpur,1825.0,3.0,145.0,3
7995,Yeshwanthpur,994.0,2.0,54.67,1
7996,Yeshwanthpur,650.0,1.0,40.0,1
7997,Yeshwanthpur,1855.0,3.0,140.0,3
7998,Yeshwanthpur,1500.0,3.0,100.0,3
8003,Yeshwanthpur,674.0,1.0,36.85,1
8005,Yeshwanthpur,672.0,1.0,36.85,1
8008,Yeshwanthpur,1195.0,2.0,100.0,2
8009,Yeshwanthpur,1692.0,3.0,108.0,3
8011,Yeshwanthpur,2500.0,5.0,185.0,6
8016,Yeshwanthpur,1855.0,3.0,135.0,3
8017,Yeshwanthpur,1876.0,3.0,160.0,3
8019,other,2770.0,4.0,290.0,3
8022,other,600.0,1.0,38.0,1
8025,other,1500.0,2.0,185.0,2
8026,other,840.0,2.0,45.0,2
8027,other,4395.0,3.0,240.0,3
8028,other,845.0,2.0,55.0,2
8029,other,2511.0,3.0,205.0,3
8030,other,1660.0,2.0,105.0,3
8032,other,1200.0,2.0,65.0,2
8033,other,1200.0,3.0,90.0,3
8037,other,782.0,2.0,55.68,2
8038,other,1800.0,3.0,120.0,3
8039,other,1413.0,2.0,75.0,3
8040,other,945.0,2.0,54.0,2
8041,other,1870.0,3.0,110.0,3
8042,other,1260.0,2.0,85.05,3
8044,other,2795.0,4.0,235.0,3
8046,other,1904.0,3.0,150.0,3
8047,other,2000.0,3.0,175.0,3
8050,other,1500.0,3.0,100.0,3
8052,other,1783.0,3.0,115.0,3
8053,other,912.0,2.0,70.0,3
8056,other,1580.0,3.0,100.0,3
8057,other,1415.0,3.0,78.0,3
8059,other,2405.0,4.0,260.0,3
8060,other,1500.0,2.0,115.0,2
8065,other,1060.0,2.0,60.0,2
8066,other,2600.0,8.0,180.0,8
8068,other,1285.0,2.0,72.5,2
8069,other,4050.0,3.0,280.0,3
8072,other,1280.0,2.0,69.0,2
8073,other,3045.0,3.0,170.0,3
8076,other,900.0,2.0,110.0,2
8081,other,1560.0,3.0,115.0,3
8084,other,1200.0,4.0,165.0,4
8086,other,1645.0,3.0,95.0,3
8087,other,1200.0,2.0,79.0,2
8089,other,1350.0,2.0,140.0,3
8090,other,1800.0,3.0,150.0,3
8092,other,1762.0,3.0,125.0,3
8094,other,1200.0,3.0,90.0,3
8095,other,2023.71,3.0,275.0,3
8101,other,2150.0,4.0,240.0,3
8104,other,3309.0,4.0,325.0,4
8105,other,5000.0,9.0,360.0,11
8107,other,1150.0,2.0,126.0,2
8110,other,1200.0,2.0,74.0,2
8113,other,1753.0,3.0,120.0,3
8115,other,720.0,2.0,45.0,2
8118,other,1200.0,3.0,165.0,4
8119,other,700.0,1.0,41.0,1
8121,other,1595.0,3.0,115.0,3
8122,other,1353.0,2.0,110.0,2
8123,other,1200.0,2.0,85.0,1
8126,other,1325.0,2.0,90.0,3
8129,other,1056.0,2.0,80.0,2
8131,other,1600.0,3.0,86.0,3
8133,other,1544.0,3.0,120.0,3
8134,other,1200.0,2.0,65.0,2
8135,other,540.0,1.0,36.0,1
8136,other,1578.0,3.0,180.0,3
8138,other,1600.0,2.0,115.0,2
8139,other,416.0,1.0,18.5,1
8142,other,834.0,1.0,60.0,1
8143,other,1125.0,4.0,70.0,3
8144,other,3000.0,5.0,260.0,4
8145,other,2160.0,5.0,250.0,6
8147,other,469.0,1.0,25.0,1
8152,other,1630.0,2.0,200.0,2
8154,other,1200.0,2.0,70.0,3
8155,other,1350.0,3.0,77.0,3
8156,other,1180.0,2.0,78.34,3
8157,other,1355.0,2.0,115.0,2
8158,other,600.0,1.0,50.0,1
8159,other,1875.0,3.0,165.0,3
8160,other,600.0,2.0,55.0,2
8163,other,1750.0,3.0,120.0,3
8166,other,1092.0,2.0,98.5,3
8169,other,1855.0,3.0,225.0,3
8173,other,425.0,1.0,20.03,1
8175,other,600.0,1.0,60.0,1
8176,other,1468.0,2.0,140.0,2
8177,other,4300.0,5.0,550.0,4
8179,other,775.0,2.0,55.0,2
8182,other,1352.0,3.0,135.0,3
8184,other,1200.0,3.0,95.0,4
8185,other,1976.0,3.0,184.0,3
8186,other,5500.0,4.0,600.0,4
8187,other,1200.0,3.0,95.0,3
8190,other,1180.0,2.0,69.0,2
8191,other,686.0,1.0,17.0,1
8193,other,1500.0,4.0,180.0,4
8195,other,1282.0,2.0,87.0,2
8197,other,1500.0,2.0,95.0,3
8198,other,1300.0,1.0,115.0,2
8199,other,530.0,1.0,20.0,1
8200,other,1350.0,2.0,80.0,2
8202,other,2400.0,6.0,125.0,8
8204,other,1141.0,2.0,62.0,2
8207,other,950.0,1.0,40.0,1
8214,other,1480.0,3.0,90.0,3
8215,other,1600.0,3.0,90.0,3
8216,other,1200.0,4.0,135.0,4
8218,other,1500.0,3.0,115.0,3
8219,other,1824.0,3.0,125.0,3
8220,other,750.0,1.0,56.25,1
8227,other,6000.0,5.0,400.0,4
8228,other,2400.0,3.0,170.0,3
8230,other,1500.0,2.0,98.0,3
8231,other,3095.0,3.0,350.0,3
8233,other,1200.0,1.0,28.0,1
8234,other,1500.0,3.0,100.0,3
8236,other,1560.0,5.0,145.0,5
8238,other,1560.0,3.0,188.0,3
8241,other,485.0,1.0,15.0,1
8247,other,1200.0,3.0,130.0,3
8248,other,1050.0,2.0,67.0,2
8249,other,1596.0,3.0,105.0,3
8253,other,1200.0,3.0,85.0,3
8254,other,1132.0,2.0,67.0,2
8256,other,1515.0,3.0,88.0,3
8259,other,1380.0,2.0,80.0,2
8262,other,4346.0,5.0,500.0,4
8264,other,2200.0,3.0,187.0,3
8265,other,3329.0,3.0,330.0,3
8266,other,3600.0,4.0,300.0,4
8267,other,3500.0,3.0,450.0,4
8269,other,1093.0,2.0,65.0,2
8271,other,1535.0,3.0,95.0,3
8273,other,1100.0,2.0,62.7,2
8276,other,2197.0,4.0,280.0,3
8278,other,1100.0,2.0,60.0,2
8279,other,1600.0,3.0,172.0,4
8280,other,1450.0,2.0,85.0,3
8281,other,2000.0,3.0,166.0,4
8285,other,1756.0,3.0,100.0,3
8286,other,1532.0,3.0,92.0,3
8287,other,1650.0,3.0,110.0,3
8288,other,1200.0,2.0,66.0,2
8290,other,1525.0,2.0,122.0,3
8294,other,2400.0,3.0,200.0,4
8295,other,1000.0,2.0,130.0,2
8297,other,3040.0,1.0,180.0,2
8299,other,1390.0,3.0,120.0,3
8301,other,1135.0,2.0,68.0,2
8302,other,900.0,2.0,55.0,2
8306,other,2500.0,3.0,250.0,3
8310,other,1269.72,2.0,68.0,2
8311,other,1168.0,3.0,70.0,3
8313,other,2100.0,4.0,155.0,4
8315,other,1515.0,3.0,93.93,3
8320,other,2700.0,4.0,214.0,6
8321,other,2000.0,3.0,210.0,3
8322,other,2400.0,4.0,300.0,5
8323,other,1760.0,3.0,176.0,3
8324,other,595.0,1.0,42.0,1
8329,other,1170.0,2.0,86.0,2
8330,other,2200.0,4.0,235.0,4
8337,other,2000.0,2.0,124.0,2
8338,other,1650.0,3.0,175.0,3
8340,other,1670.0,3.0,91.86,3
8344,other,1250.0,2.0,80.0,3
8345,other,1650.0,4.0,160.0,3
8346,other,800.0,2.0,50.0,2
8347,other,1225.0,2.0,150.0,2
8349,other,3675.0,4.0,367.0,4
8350,other,1200.0,2.0,150.0,2
8353,other,1350.0,2.0,80.0,2
8355,other,1614.0,3.0,110.0,3
8356,other,1188.0,2.0,73.0,2
8357,other,1480.0,3.0,90.0,3
8358,other,680.0,2.0,42.0,2
8361,other,955.0,2.0,53.55,2
8363,other,2479.13,3.0,215.0,3
8364,other,1100.0,2.0,106.0,2
8367,other,1925.0,3.0,120.0,3
8368,other,650.0,1.0,26.0,1
8370,other,2000.0,3.0,207.0,3
8371,other,1050.0,2.0,110.0,2
8373,other,2204.0,2.0,305.0,3
8379,other,1685.0,2.0,110.0,3
8381,other,1550.0,3.0,110.0,3
8382,other,500.0,1.0,20.0,1
8384,other,3155.0,4.0,370.0,3
8385,other,1765.0,3.0,105.0,3
8386,other,1265.0,2.0,70.0,2
8387,other,1012.0,2.0,59.0,2
8388,other,2045.0,4.0,154.0,3
8390,other,2400.0,4.0,280.0,6
8391,other,581.91,2.0,25.0,1
8392,other,1158.0,2.0,85.0,3
8393,other,925.0,2.0,51.0,2
8394,other,1415.0,2.0,110.0,2
8397,other,4750.0,5.0,600.0,4
8398,other,1840.0,3.0,155.0,3
8399,other,1350.0,2.0,185.0,2
8400,other,824.0,2.0,60.0,2
8401,other,1340.0,2.0,100.0,3
8402,other,1620.0,2.0,110.0,3
